?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CHMO_0002170>	"An image obtained by using a sharp spike (known as a 'tip') mounted on the end of a cantilever to scan the surface of the specimen, line by line, and recording the force experienced by the tip as a function of position."	
<http://purl.obolibrary.org/obo/CHMO_0001264>	"Spectroscopy where the sample is first chemically degraded by heating then its absorption of radiation from the infrared region (0.78–1000 μm) is measured."	
<http://purl.obolibrary.org/obo/CHMO_0002597>	"Microscopy where an electron-transparent specimen, that has been stained with heavy metals salts (e.g. uranyl acetate), is bombarded with a finely focused (<10 nm diameter) electron beam with an acceleration voltage 50–150 kV under vacuum and the intensities of the transmitted electrons are measured."	
<http://purl.obolibrary.org/obo/CHMO_0000134>	"Thermal lens microscopy where the excitation laser is an ultraviolet laser."	
<http://purl.obolibrary.org/obo/CHMO_0000558>	"Mass spectrometry where the sample is ionised in a plasma (a partially ionised gas–-such as Ar–-containing free electrons) which has been generated by microwave radiation."	
<http://purl.obolibrary.org/obo/CHMO_0001208>	"Spectroscopy where the energy states of 87Rb nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them."	
<http://purl.obolibrary.org/obo/CHMO_0002315>	"A separation method where colloidal particles move at different speeds according to their electrophoretic mobilities in a separation medium, across which a pulsed electric field is applied (a field in which the voltage changes direction)."	
<http://purl.obolibrary.org/obo/CHMO_0001029>	"A two-dimensional separation method where the separation processes are both gel electrophoresis."	"sep:00155"
<http://purl.obolibrary.org/obo/CHMO_0000540>	"ETV-ICP-MS where the solid sample is prepared by grinding into a fine powder and suspension in a diluent such as 0.1% HNO3."	
<http://purl.obolibrary.org/obo/CHMO_0002774>	"Mixing involving the agitation of a solution through circular motion."	
<http://purl.obolibrary.org/obo/CHMO_0000317>	"X-ray spectroscopy where the sample is bombarded with ultra-low energy (<1 keV) X-rays and the energies and intensities of the X-rays emitted due to valence-to-core transitions are detected."	
<http://purl.obolibrary.org/obo/CHMO_0000602>	"A type of heteronuclear NMR spectroscopy where pulsed-field gradients are used and a second frequency dimension is employed to disperse the signals and reveal correlations between protons and nuclei which are 2–3 bonds removed."	
<http://purl.obolibrary.org/obo/CHMO_0001400>	"A type of lithography where electrons or ions are used to generate pattern, which is transferred to a resist."	
<http://purl.obolibrary.org/obo/CHMO_0000616>	"A type of NMR spectroscopy using a solid sample. Anisotropic interactions between nuclei, which are usually averaged by Brownian motion in liquid samples, cause significant line broadening in solid state NMR, but can be averaged to zero by spinning the sample very rapidly at the magic angle (54.74° with respect to the direction of the magnetic field).The combination of multiple-pulse NMR experiments and magic angle spinning. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them."	
<http://purl.obolibrary.org/obo/OBI_0003547>	"A preparative chromatography in which material components are separated in a liquid solution."@en	
<http://purl.obolibrary.org/obo/CHMO_0001801>	"An image obtained by scanning a finely-focused (<10 nm diameter) electron beam across the specimen under vacuum."	
<http://purl.obolibrary.org/obo/OBI_0000094>	"A planned process which results in physical changes in a specified input material"@en	
<http://purl.obolibrary.org/obo/CHMO_0002341>	"A nuclear magnetic resonance spectrum in which line broadening has been averaged to zero by spinning the sample very rapidly at the magic angle (54.74° with respect to the direction of the magnetic field) and using a high-resolution magnetic susceptibility matching probe."	
<http://purl.obolibrary.org/obo/CHMO_0000528>	"Mass spectrometry where the sample is irradiated with a resonant laser (a laser beam with a wavelength that corresponds to an atomic transition in the sample). The sample absorbs one or more photons resulting in ionisation."	
<http://purl.obolibrary.org/obo/CHMO_0001672>	"An ionisation method where the sample is ionised by a corona discharge within a He atmosphere."	
<http://purl.obolibrary.org/obo/CHMO_0000402>	"Spectroscopy where the sample is illuminated with ultraviolet (10–400 nm) photons causing ionisation and the emission of photoelectrons, which are detected as a function of emission angle."	
<http://purl.obolibrary.org/obo/CHMO_0001082>	"The measurement of the osmotic strength of a substance which often used to determine its molecular weight."	
<http://purl.obolibrary.org/obo/CHMO_0000704>	"Mass spectrometry where the sample is ionised by a corona discharge within a He atmosphere."	
<http://purl.obolibrary.org/obo/CHMO_0000630>	"Spectroscopy where the sample absorbs radiation from the infrared region (0.78 to 1000 micrometres)."	
<http://purl.obolibrary.org/obo/CHMO_0001894>	"An imaging method that uses infrared (900-14 000 nm) radiation and allows variation in temperature to be observed (typically brighter areas in the image represent higher temperatures)."	
<http://purl.obolibrary.org/obo/CHMO_0002066>	"Purification of crude chemical compounds containing solid impurities where a solvent is chosen in which the desired product is insoluble and the undesired by-products are very soluble (or vice versa). The crude material is washed with the solvent and filtered away, leaving the purified product in solid form and any impurities in solution."	
<http://purl.obolibrary.org/obo/CHMO_0000091>	"Microscopy where the specimen can be made to fluoresce (emit energy as visible light) by illuminating it with light of specific wavelengths and the spatial distribution of mean fluorescence lifetimes (usually on the ns scale) is mapped within the microscopic images."	
<http://purl.obolibrary.org/obo/CHMO_0000032>	"An electrochemical technique where the cell current is measured as a function of time and as a function of the potential between the indicator and reference electrodes. The working electrode is a dropping mercury (or other liquid conductor) electrode and unstirred solutions are used."	
<http://purl.obolibrary.org/obo/CHMO_0001292>	"The process of the settling of particles (atoms or molecules) from a vapour, at sub-atmospheric pressure, onto a pre-existing surface, resulting in the growth of a new phase."	
<http://purl.obolibrary.org/obo/CHMO_0001350>	"A synthesis method where an aerosol containing precursors is projected onto a surface, resulting in a deposit."	
<http://purl.obolibrary.org/obo/CHMO_0000665>	"Spectroscopy where the Raman scattering of light (produced by a single laser pulse) by a sample is detected and the spectrum is subject to a Fourier transform."	"FIX:0000384"
<http://purl.obolibrary.org/obo/CHMO_0002732>	"The process of determining the quantity of a sample by monitoring a redox process until the endpoint, at which essentially all of the sample has reacted, is reached. The titration is followed by monitoring the amplitude of an EPR signal (the response of an atom with an unpaired electron to a perturbing magnetic field) from one of the reactants."	
